Name;LO;Tune;Mode;SrateOut;LoCut;HiCutCB FM EU 1;26965000;26965000;FM;10000;100;4500
LPD 30 (8: 8);433800000;433800000;FM;10000;100;4500
LPD 31;433825000;433825000;FM;10000;100;4500
LPD 32;433850000;433850000;FM;10000;100;4500
LPD 33;433875000;433875000;FM;10000;100;4500
LPD 34;433900000;433900000;FM;10000;100;4500
LPD 35;433925000;433925000;FM;10000;100;4500
LPD 36;433950000;433950000;FM;10000;100;4500
LPD 37;433975000;433975000;FM;10000;100;4500
LPD 38;434000000;434000000;FM;10000;100;4500
LPD 39;434025000;434025000;FM;10000;100;4500
LPD 40;434050000;434050000;FM;10000;100;4500
LPD 41;434075000;434075000;FM;10000;100;4500
LPD 42;434100000;434100000;FM;10000;100;4500
LPD 43;434125000;434125000;FM;10000;100;4500
LPD 44;434150000;434150000;FM;10000;100;4500
LPD 45;434175000;434175000;FM;10000;100;4500
LPD 46;434200000;434200000;FM;10000;100;4500
LPD 47;434225000;434225000;FM;10000;100;4500
LPD 48;434250000;434250000;FM;10000;100;4500
LPD 49;434275000;434275000;FM;10000;100;4500
LPD 50;434300000;434300000;FM;10000;100;4500
LPD 51;434325000;434325000;FM;10000;100;4500
LPD 52;434350000;434350000;FM;10000;100;4500
LPD 53;434375000;434375000;FM;10000;100;4500
LPD 54;434400000;434400000;FM;10000;100;4500
LPD 55;434425000;434425000;FM;10000;100;4500
LPD 56;434450000;434450000;FM;10000;100;4500
LPD 57;434475000;434475000;FM;10000;100;4500
LPD 58;434500000;434500000;FM;10000;100;4500
LPD 59;434525000;434525000;FM;10000;100;4500
LPD 60;434550000;434550000;FM;10000;100;4500
LPD 61;434575000;434575000;FM;10000;100;4500
LPD 62;434600000;434600000;FM;10000;100;4500
LPD 63;434625000;434625000;FM;10000;100;4500
LPD 64;434650000;434650000;FM;10000;100;4500
LPD 65;434675000;434675000;FM;10000;100;4500
LPD 66;434700000;434700000;FM;10000;100;4500
LPD 67;434725000;434725000;FM;10000;100;4500
LPD 68;434750000;434750000;FM;10000;100;4500
LPD 69;434775000;434775000;FM;10000;100;4500
PMR 1;446006250;446006250;FM;10000;100;4500
PMR 2;446018750;446018750;FM;10000;100;4500
PMR 3;446031250;446031250;FM;10000;100;4500
PMR 4;446043750;446043750;FM;10000;100;4500
PMR 5;446056250;446056250;FM;10000;100;4500
PMR 6;446068750;446068750;FM;10000;100;4500
PMR 7;446081250;446081250;FM;10000;100;4500
PMR 8;446093750;446093750;FM;10000;100;4500
МЧС RX;457530500;457530500;FM;5000;100;4500
МЧС TX;458721100;458721100;FM;20000;100;4500
